,item,categories,description,title,price,brand,salesRank,item_id
41,B000056J1C,[['Baby']],"The Drain 'N Dry bottle drying rack is one of those nice little extras. It allows freshly scrubbed bottles, nipples, pacifiers, or trainer cups to drip- or air-dry. It's easy to assemble. Just snap the long or short pegs in their respective slots and place bottles on the plastic pegs. It comes with nine long pegs (for bottles) and nine short ones for nipples or cap rings. Simply point the angled edge of the drying rack base towards your sink basin and the excess water will drain away. This set also comes with a bottle brush. Made of lightweight white plastic, it isn't the most glamorous-looking contraption (or the sturdiest on the market). But what it lacks in pizzazz it makes up for in simple handiness.--Melissa Wilson",Mommy's Helper Drain 'N Dry Bottle Drying Rack,10.75,Mommy&#39;s Helper,,41
42,B000056J1W,[['Baby']],"Cushiony Table Edge Guard with 4 Corners is great for any shape table, protecting young ones from falls that could result in serious injury, foam absorbs impact, secures easily, trim to desired length","Prince Lionheart Table Edge Guard with 4 Corners, Grey",9.17,Prince Lionheart,,42
43,B000056J2D,[['Baby']],"The Cooshie Booster is a second cousin to those hard-plastic  booster seats provided in restaurants. The chief advantage of the  Cooshie is its semisoft foam construction: firm enough for support,  but both lightweight and comfortable. It's also short in the back (3  inches of seat padding plus 3 inches of back makes it 6 inches high);  this is something of a compromise between portability and back support.  Overall dimensions are 13 inches deep by 6 inches high by 14 inches  wide; that's a little bulky to drag around to restaurants, perhaps, but  ideal for making use of big-people chairs at home. Another advantage  over the hard-plastic booster: the stippled foam won't slide around on  a wooden chair. A not-very-durable tote bag is included.--Richard  Farr",Baby Smart Cooshie Booster Seat - Blue,29.99,,,43
44,B000056J39,[['Baby']],"Four Jumbo size cushiony corner guards easily adhere to sharp corners. Made of soft impact-absorbing foam to protect baby from sharp corners. Fire retardant, non-toxic and latex-free.",Prince Lionheart Jumbo Corner Guards,7.99,Prince Lionheart,,44
45,B000056J6T,[['Baby']],"Nothing soothes a baby into slumber like music. Now baby can  have a CD player right in the crib. This battery-operated CD player  attaches securely to a crib rail and also has a soft-glow night-light  that can be turned on or off, making it easy to check on baby during  the night. This small streamlined-looking unit has a child-resistant  cover to keep control buttons out of reach of curious hands. With  standard CD player controls, high-clarity speakers, and an automatic  shutoff, this CD player makes it possible to play your favorite CD  selections in the nursery--at bedtime, naptime, or anytime. This player  may also be used as a tabletop unit once baby outgrows the crib.  Although this is a great product concept, many users have found that it  is quite impractical, as the slightest brush against the CD player or  bump in the crib causes the CD to skip. Requires two C batteries (not  included).--Deb Oroszlan",The First Years - Crib CD Player,24.39,,,45
46,B000056J76,[['Baby']],,BABYBJORN Toilet Trainer - White/Red,30.29,BabyBj&ouml;rn,,46
47,B000056J78,[['Baby']],"The BABYBJ&Ouml;RN Little Potty's ergonomic design and compact size make it the ideal potty for use in smaller bathrooms. Its minimal size and convenient handle also make it practical to take along for air travel and road trips. Helping make potty training an enjoyable experience for child and parent alike, it comes in a variety of bright colors and is easy to clean.Little PottyAt a Glance:Warranty: 2-Year Express WarrantyIdeal for:Who: Parents, grandparents, and babysittersWhat: Helping kids become potty-trainedWhere: Bathroom, car, and airportRelated Accessories:Safe Step",BABYBJORN Little Potty - Red,19.95,,,47
48,B000056J7K,[['Baby']],,BABYBJORN Potty Chair - Red,27.95,BabyBj&ouml;rn,,48
49,B000056J8N,[['Baby']],"Good for the environment and comfortable for baby, these flat,  bird's-eye weave cotton cloth diapers are made from tightly twisted  yarns woven in a pattern to make them exceptionally durable and long  lasting. Each diaper measures 27 inches square and can be folded to fit  a baby of any size. Their single-ply construction makes these diapers  quick to dry. Made of 100 percent cotton, they are reusable and make  adequate large burping cloths and changing-table liners. Note: these  diapers do not have an absorbent extra center fold. Machine washable  and dryer safe. Twelve diapers per package.--Deb Oroszlan",Gerber 12-Pack Flatfold Birdseye Cloth Diapers - White,12.34,,,49
50,B000056J90,[['Baby']],"Ideal for mothers who use a breast pump, the breast milk Feeding and Storage Kit from Medela keep breast milk fresh, either in the refrigerator or freezer. This system makes it possible for mom to keep nutrient-rich breast milk on hand and to easily track the amount they have pumped. Compatible with any Medela breast pump, the items in this helpful kit are designed for safety and convenience. All parts that come into contact with breast milk are BPA/DEHP free, and everything is dishwasher safe..caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: 20px; } table.callout { font-family: Verdana, Helvetica, Arial, serif; margin: 10px; width: 250; } td.callout { height: 100 percent; background: #9DC4D8 url(http://images.amazon.com/images/G/01/electronics/detail-page/callout-bg.png) repeat-x; border-left: 1px solid #999999; border-right: 1px solid #999999; padding: 10px; width: 250px; } ul.callout { list-style: inside disc; text-indent: -12px; font-size: 12px; line-height: 1.5em; } h5.callout { text-align: center; }The Feeding and Storage Kit offers:Storage kit for keeping breast milk fresh in the fridge or freezer.BPA-free and dishwasher safe.Silicone based nipple for slow-flowing output.Clearly labeled volume markers.Safely store breast milk until feeding time.View larger.Complete Feeding and Storage SystemThis kit lets you keep breast milk safely stored and ready for feeding. Four five-ounce plastic breast milk containers give you plenty of storage, and each clear plastic bottle comes with two kinds of lids. Use the two-piece plastic lid when milk will be used within a few hours, and choose the solid, air-tight plastic lid for long-term storage in the refrigerator or freezer. Each bottle also comes with an orthodontic, slow-flowing silicone nipple--ideal for use when mom is away.Sanitary and SafeBecause baby's safety is so important, this kit helps ensure that the milk he or she drinks is fresh and sanitary. First, each piece is made of durable plastic that's specially designed for safe, long-term storage of breast milk. Additionally, the small plastic nipple covers fit tightly over the nipples and protect them from contamination.These caps are also great for traveling and can even be used as a cup, if need be. When it comes time to measuring exactly how much baby is consuming, the colorful, easy-to-read volume marks in ounces and milliliters allow you to keep easy track both before and after feedings.About MedelaFounded in 1961 in Zug, Switzerland by Olle Larsson, Medela is committed to supporting the WHO Code's depiction of breastfeeding and breast milk as the optimal nutrition for the growth, development and health of babies. The company believes it is their obligation to offer a complete solution, ""from breast to belly,"" of high quality products that enable mothers to provide the optimum nutrition of breast milk to their babies. Today, Medela's primary focus remains to help moms successfully breast feed their babies as long as they wish. This goal lies at the heart of every product the company develops.What's in the BoxFour each of 150 milliliter containers, slow-flow orthodontic nipples, collars and discs for short-term storage, solid lids for long-term storage, and caps for traveling or cup feeding.",Medela Breastmilk Storage and Feeding Set,32.99,,,50
